FBgn_ID	Gene_Symbol	FBtr_ID	FBpp_ID
FBgn0004856	Bx42	FBtr0333809	FBpp0305943
FBgn0030088	Arfrp1	FBtr0071293	FBpp0071229
FBgn0030089	AP-1gamma	FBtr0071294	FBpp0071230
FBgn0030090	fend	FBtr0333304	FBpp0305496
FBgn0030091	CG7065	FBtr0071299	FBpp0071234
FBgn0030092	fh	FBtr0071348	FBpp0071283
FBgn0030093	Bap111	FBtr0071300	FBpp0071235
FBgn0004828	His3.3B	FBtr0340343	FBpp0309302
FBgn0014868	Ost48	FBtr0071344	FBpp0071279
FBgn0040467	Dlip1	FBtr0071302	FBpp0071237
FBgn0040931	NdufA3	FBtr0340342	FBpp0309301
FBgn0030096	Zpr1	FBtr0071342	FBpp0071277
FBgn0265725	CG44532	FBtr0340668	FBpp0309510
FBgn0026206	mei-P26	FBtr0333474	FBpp0305661
FBgn0030097	CG12115	FBtr0071341	FBpp0071276
FBgn0030098	CG12057	FBtr0071304	FBpp0071239
FBgn0030099	CG12056	FBtr0071305	FBpp0071240
FBgn0030100	CG12106	FBtr0071306	FBpp0071241
FBgn0030101	CG12118	FBtr0071339	FBpp0071274
FBgn0086450	su(r)	FBtr0071338	FBpp0071273
FBgn0030102	SmydA-9	FBtr0340494	FBpp0309430
FBgn0030103	Obp8a	FBtr0071307	FBpp0071242
FBgn0030104	CG15368	FBtr0071308	FBpp0071243
FBgn0030105	CG15369	FBtr0346164	FBpp0311992
FBgn0086367	t	FBtr0071335	FBpp0071270
FBgn0030107	CG15370	FBtr0071310	FBpp0071245
FBgn0030108	Gr8a	FBtr0071311	FBpp0071246
FBgn0030109	CG12121	FBtr0071334	FBpp0071269
FBgn0052704	Ir8a	FBtr0071333	FBpp0071268
FBgn0260789	mxc	FBtr0071332	FBpp0071267
FBgn0260771	Larp7	FBtr0301275	FBpp0290490
FBgn0000077	amx	FBtr0071331	FBpp0071266
FBgn0010269	Dsor1	FBtr0071313	FBpp0071248
FBgn0030114	CG17754	FBtr0340123	FBpp0309116
FBgn0028292	ric8a	FBtr0346166	FBpp0311994
FBgn0052703	Erk7	FBtr0071329	FBpp0071264
FBgn0030120	CG17440	FBtr0071328	FBpp0071263
FBgn0030121	Cfp1	FBtr0071327	FBpp0071262
FBgn0030122	Aladin	FBtr0339949	FBpp0308972
FBgn0040236	c11.1	FBtr0343368	FBpp0310025
FBgn0002576	lz	FBtr0071320	FBpp0071255
FBgn0040235	c12.1	FBtr0071324	FBpp0071259
FBgn0040234	c12.2	FBtr0071321	FBpp0071256
FBgn0085478	Zdhhc8	FBtr0112753	FBpp0111665
FBgn0085479	CG34450	FBtr0112756	FBpp0111668
FBgn0026149	BCL7-like	FBtr0071358	FBpp0071293
FBgn0261260	mgl	FBtr0343369	FBpp0310026
FBgn0266050	CG44815	FBtr0343372	FBpp0310029
FBgn0267253	CG32700	FBtr0071374	FBpp0071309
FBgn0054028	CG34028	FBtr0100083	FBpp0099439
FBgn0054026	CG34026	FBtr0343410	FBpp0310056
FBgn0028327	l(1)G0320	FBtr0343412	FBpp0310058
FBgn0030136	RpS28b	FBtr0343411	FBpp0310057
FBgn0030137	CG15317	FBtr0071371	FBpp0071306
FBgn0052702	Cubn	FBtr0273437	FBpp0271945
FBgn0052699	LPCAT	FBtr0110850	FBpp0110147
FBgn0259741	CG42395	FBtr0344967	FBpp0311221
FBgn0001186	Hex-A	FBtr0333335	FBpp0305527
FBgn0030141	Gga	FBtr0071363	FBpp0071298
FBgn0264691	Lst8	FBtr0071368	FBpp0071303
FBgn0027084	LysRS	FBtr0071366	FBpp0071301
FBgn0261931	Hecw	FBtr0303710	FBpp0292727
FBgn0028341	Ptpmeg2	FBtr0100193	FBpp0099559
FBgn0030148	CG3106	FBtr0346168	FBpp0311996
FBgn0261617	nej	FBtr0302723	FBpp0291863
FBgn0000233	btd	FBtr0071379	FBpp0071314
FBgn0020378	Sp1	FBtr0310290	FBpp0301973
FBgn0030151	CG1354	FBtr0089385	FBpp0088410
FBgn0052698	CARPB	FBtr0346170	FBpp0311998
FBgn0019929	Ser7	FBtr0071387	FBpp0071322
FBgn0266430	CG45060	FBtr0344420	FBpp0310792
FBgn0266431	CG45061	FBtr0344419	FBpp0310791
FBgn0052695	CG32695	FBtr0346169	FBpp0311997
FBgn0030156	CG15247	FBtr0071397	FBpp0071332
FBgn0030157	CG1468	FBtr0071388	FBpp0071323
FBgn0030158	CG9686	FBtr0071389	FBpp0071324
FBgn0030159	CG9689	FBtr0071390	FBpp0071325
FBgn0030160	CG9691	FBtr0071391	FBpp0071326
FBgn0030161	CG15249	FBtr0112966	FBpp0111879
FBgn0030162	CG1986	FBtr0343031	FBpp0309783
FBgn0026415	Idgf4	FBtr0343030	FBpp0309782
FBgn0030163	CG1791	FBtr0071429	FBpp0071364
FBgn0030164	CG1889	FBtr0071408	FBpp0071343
FBgn0263216	CG43386	FBtr0307593	FBpp0300232
FBgn0030167	CG15252	FBtr0112970	FBpp0111883
FBgn0052694	CG32694	FBtr0071411	FBpp0071346
FBgn0053557	soul	FBtr0091534	FBpp0090974
FBgn0288690	Dna2	FBtr0071415	FBpp0071350
FBgn0263132	Cht6	FBtr0307369	FBpp0298358
FBgn0005391	Yp2	FBtr0339648	FBpp0308710
FBgn0004045	Yp1	FBtr0346261	FBpp0312020
FBgn0030174	CG15312	FBtr0071423	FBpp0071358
FBgn0052693	Gr9a	FBtr0071420	FBpp0071355
FBgn0052685	ZAP3	FBtr0071489	FBpp0071418
FBgn0030177	CG2972	FBtr0340473	FBpp0309414
FBgn0030178	Naxe	FBtr0290234	FBpp0288673
FBgn0083940	RhoU	FBtr0110783	FBpp0110080
FBgn0030181	CG12645	FBtr0112973	FBpp0111886
FBgn0264503	CG43902	FBtr0332934	FBpp0305153
FBgn0030183	Ypel	FBtr0332898	FBpp0305119
FBgn0028342	ATPsyndelta	FBtr0343981	FBpp0310433
FBgn0030186	CG2962	FBtr0071486	FBpp0071415
FBgn0040941	CG15308	FBtr0300073	FBpp0289350
FBgn0085437	CG34408	FBtr0343023	FBpp0309775
FBgn0030187	CG2961	FBtr0346336	FBpp0312053
FBgn0263220	Hk	FBtr0307879	FBpp0300313
FBgn0040942	CG12643	FBtr0071481	FBpp0071410
FBgn0259170	alpha-Man-Ia	FBtr0300511	FBpp0289738
FBgn0030189	CG2909	FBtr0071441	FBpp0071376
FBgn0011770	Gip	FBtr0071472	FBpp0071406
FBgn0030191	CG15306	FBtr0071471	FBpp0071405
FBgn0263997	CG43740	FBtr0330322	FBpp0303354
FBgn0028331	l(1)G0289	FBtr0347009	FBpp0312441
FBgn0052679	CG32679	FBtr0071469	FBpp0071403
FBgn0028480	CG17841	FBtr0071444	FBpp0071379
FBgn0052686	CG32686	FBtr0071467	FBpp0071401
FBgn0030195	CG2898	FBtr0071445	FBpp0071380
FBgn0052681	CG32681	FBtr0071466	FBpp0071400
FBgn0030196	Psf3	FBtr0346350	FBpp0312067
FBgn0000711	flw	FBtr0333305	FBpp0305497
FBgn0052683	CG32683	FBtr0071463	FBpp0071397
FBgn0030200	RabX2	FBtr0071448	FBpp0071383
FBgn0030202	CG12640	FBtr0071464	FBpp0071398
FBgn0030204	Or9a	FBtr0071462	FBpp0071396
FBgn0083167	Neb-cGP	FBtr0332952	FBpp0305168
FBgn0261710	nocte	FBtr0332953	FBpp0305169
FBgn0030206	CG2889	FBtr0071450	FBpp0071385
FBgn0030207	CG2887	FBtr0071459	FBpp0071393
FBgn0030208	PPP4R2r	FBtr0071451	FBpp0071386
FBgn0052687	CG32687	FBtr0336901	FBpp0307841
FBgn0085443	spri	FBtr0310295	FBpp0301978
FBgn0030215	CG15296	FBtr0071512	FBpp0071441
FBgn0067052	Rab9D	FBtr0071490	FBpp0071419
FBgn0001206	Hmr	FBtr0071511	FBpp0071440
FBgn0030217	CG2124	FBtr0071491	FBpp0071420
FBgn0030218	CG1628	FBtr0071510	FBpp0071439
FBgn0263072	CG43347	FBtr0307022	FBpp0297865
FBgn0030221	Rab9Db	FBtr0071507	FBpp0071436
FBgn0030222	CG9806	FBtr0071506	FBpp0071435
FBgn0052677	X11Lbeta	FBtr0343042	FBpp0309790
FBgn0030223	CG2111	FBtr0071492	FBpp0071421
FBgn0052673	Rab9E	FBtr0071505	FBpp0071434
FBgn0030224	CG12637	FBtr0071504	FBpp0071433
FBgn0052676	stx	FBtr0333017	FBpp0305231
FBgn0003204	ras	FBtr0332294	FBpp0304573
FBgn0030230	Rph	FBtr0071502	FBpp0071431
FBgn0052675	Tango5	FBtr0346377	FBpp0312071
FBgn0052672	Atg8a	FBtr0071498	FBpp0071427
FBgn0030228	BTBD9	FBtr0334456	FBpp0306532
FBgn0030234	CG15211	FBtr0073376	FBpp0073232
FBgn0025111	Ant2	FBtr0073426	FBpp0073282
FBgn0003360	sesB	FBtr0346384	FBpp0312078
FBgn0285926	Imp	FBtr0073414	FBpp0073270
FBgn0003321	sbr	FBtr0073411	FBpp0073267
FBgn0040850	CG15210	FBtr0073377	FBpp0073233
FBgn0030237	CG15209	FBtr0073378	FBpp0073234
FBgn0052669	CG32669	FBtr0073412	FBpp0073268
FBgn0030239	Pgls	FBtr0073379	FBpp0073235
FBgn0030240	CG2202	FBtr0073380	FBpp0073236
FBgn0030241	feo	FBtr0073410	FBpp0073266
FBgn0030242	sofe	FBtr0346273	FBpp0312030
FBgn0030243	CG2186	FBtr0332961	FBpp0305177
FBgn0030244	CG2157	FBtr0339835	FBpp0308867
FBgn0030245	CG1637	FBtr0073407	FBpp0073263
FBgn0017561	Ork1	FBtr0073405	FBpp0073261
FBgn0030246	CG1582	FBtr0339768	FBpp0308815
FBgn0030247	CG15208	FBtr0339767	FBpp0308814
FBgn0264502	CG43901	FBtr0332932	FBpp0305151
FBgn0003965	v	FBtr0073386	FBpp0073242
FBgn0030251	Arlr	FBtr0073387	FBpp0073243
FBgn0263705	Myo10A	FBtr0346278	FBpp0312035
FBgn0052671	Rab9Fa	FBtr0073402	FBpp0073258
FBgn0052670	Rab9Fb	FBtr0073401	FBpp0073257
FBgn0021742	C901	FBtr0073400	FBpp0073256
FBgn0259241	vex	FBtr0299862	FBpp0289140
FBgn0030257	SmydA-4	FBtr0073390	FBpp0073246
FBgn0030258	CG1552	FBtr0346272	FBpp0312029
FBgn0030259	CG1545	FBtr0299600	FBpp0288875
FBgn0030260	CG1537	FBtr0073394	FBpp0073250
FBgn0030261	CG15203	FBtr0346297	FBpp0312042
FBgn0003366	sev	FBtr0073393	FBpp0073249
FBgn0030262	Vago	FBtr0346279	FBpp0312036
FBgn0030263	CG2076	FBtr0346280	FBpp0312037
FBgn0027498	CG2061	FBtr0332383	FBpp0304657
FBgn0259101	CG42249	FBtr0299514	FBpp0288788
FBgn0015245	Hsp60A	FBtr0073434	FBpp0073290
FBgn0030266	CG11122	FBtr0073481	FBpp0073337
FBgn0028686	Rpt3	FBtr0346274	FBpp0312031
FBgn0010391	SrpRalpha	FBtr0073480	FBpp0073336
FBgn0030268	Klp10A	FBtr0346270	FBpp0312027
FBgn0265535	CG44385	FBtr0340119	FBpp0309112
FBgn0030269	CDK2AP1	FBtr0073437	FBpp0073293
FBgn0052667	ssp7	FBtr0073474	FBpp0073330
FBgn0030270	CG15199	FBtr0073473	FBpp0073329
FBgn0030271	CG15202	FBtr0307187	FBpp0298016
FBgn0030272	CG15201	FBtr0073439	FBpp0073295
FBgn0020255	Ran	FBtr0340164	FBpp0309150
FBgn0030274	Lint-1	FBtr0343038	FBpp0309787
FBgn0261277	rtv	FBtr0346379	FBpp0312073
FBgn0030276	Dlic	FBtr0073443	FBpp0073299
FBgn0052668	CG32668	FBtr0073469	FBpp0073325
FBgn0026268	Antdh	FBtr0073468	FBpp0073324
FBgn0030277	CG1394	FBtr0346269	FBpp0312026
FBgn0030278	CG15200	FBtr0073445	FBpp0073301
FBgn0030280	CG11106	FBtr0073446	FBpp0073302
FBgn0265595	CG44422	FBtr0340340	FBpp0309299
FBgn0030283	CG15198	FBtr0073447	FBpp0073303
FBgn0083979	Ir10a	FBtr0113487	FBpp0112397
FBgn0003411	sisA	FBtr0073461	FBpp0073317
FBgn0001491	l(1)10Bb	FBtr0073460	FBpp0073316
FBgn0030286	Gapvd1	FBtr0073448	FBpp0073304
FBgn0028421	Kap3	FBtr0289956	FBpp0288394
FBgn0085377	CG34348	FBtr0112557	FBpp0111469
FBgn0030289	GCS1	FBtr0290227	FBpp0288666
FBgn0030290	CG11756	FBtr0073450	FBpp0073306
FBgn0030291	CG1738	FBtr0073451	FBpp0073307
FBgn0030292	NdufV3	FBtr0073452	FBpp0073308
FBgn0030293	CG1737	FBtr0340049	FBpp0309056
FBgn0000499	dsh	FBtr0073454	FBpp0073310
FBgn0287454	Pa1	FBtr0073456	FBpp0073312
FBgn0004864	hop	FBtr0073457	FBpp0073313
FBgn0027359	Tim8	FBtr0343640	FBpp0310233
FBgn0001624	dlg1	FBtr0112813	FBpp0111725
FBgn0030296	CG15196	FBtr0300849	FBpp0290073
FBgn0030297	Gr10b	FBtr0073550	FBpp0073395
FBgn0030298	Or10a	FBtr0346792	FBpp0312370
FBgn0045502	Gr10a	FBtr0346793	FBpp0312371
FBgn0001145	Gs2	FBtr0073494	FBpp0073344
FBgn0262740	Evi5	FBtr0073547	FBpp0073392
FBgn0030300	Sk1	FBtr0073497	FBpp0073346
FBgn0030301	HP5	FBtr0073499	FBpp0073348
FBgn0262685	CG43155	FBtr0305607	FBpp0294058
FBgn0030304	Cyp4g15	FBtr0346268	FBpp0312025
FBgn0030305	Uba5	FBtr0073505	FBpp0073354
FBgn0030306	Spase25	FBtr0340294	FBpp0309255
FBgn0030307	CG33235	FBtr0073545	FBpp0073390
FBgn0052666	Drak	FBtr0301020	FBpp0290242
FBgn0030309	CG1572	FBtr0339693	FBpp0308750
FBgn0030310	PGRP-SA	FBtr0073509	FBpp0073358
FBgn0003277	Polr2A	FBtr0073542	FBpp0073387
FBgn0030311	CG11699	FBtr0433504	FBpp0390636
FBgn0027259	Kmn1	FBtr0073541	FBpp0073386
FBgn0030313	Reepl1	FBtr0073511	FBpp0073360
FBgn0030314	CG11696	FBtr0073512	FBpp0073361
FBgn0000618	e(y)2	FBtr0073540	FBpp0073385
FBgn0030316	CG11695	FBtr0073513	FBpp0073362
FBgn0002948	nod	FBtr0073516	FBpp0073363
FBgn0030317	pkm	FBtr0073539	FBpp0073384
FBgn0030318	rho-4	FBtr0073518	FBpp0073365
FBgn0030319	CG2533	FBtr0073537	FBpp0073382
FBgn0030320	CG2247	FBtr0073536	FBpp0073381
FBgn0030321	CG1703	FBtr0343647	FBpp0310240
FBgn0288833	RPA3	FBtr0343586	FBpp0310183
FBgn0002723	Met	FBtr0343585	FBpp0310182
FBgn0004370	Ptp10D	FBtr0273235	FBpp0271743
FBgn0030323	Vlet	FBtr0073534	FBpp0073379
FBgn0014133	bif	FBtr0073526	FBpp0073371
FBgn0011754	PhKgamma	FBtr0090002	FBpp0089045
FBgn0030326	CG2444	FBtr0346275	FBpp0312032
FBgn0030327	FucT6	FBtr0073620	FBpp0073457
FBgn0030328	Amun	FBtr0073615	FBpp0073452
FBgn0030329	prtp	FBtr0303334	FBpp0292397
FBgn0030330	Tango10	FBtr0073552	FBpp0073397
FBgn0030331	CG15221	FBtr0112979	FBpp0111892
FBgn0259918	inaF-B	FBtr0300200	FBpp0289437
FBgn0260812	inaF-D	FBtr0301267	FBpp0290482
FBgn0085351	inaF-A	FBtr0112524	FBpp0111436
FBgn0085350	inaF-C	FBtr0112523	FBpp0111435
FBgn0002577	m	FBtr0073555	FBpp0073400
FBgn0030332	CG9360	FBtr0073613	FBpp0073450
FBgn0004511	dy	FBtr0073612	FBpp0073449
FBgn0030334	Karl	FBtr0346276	FBpp0312033
FBgn0000259	CkIIbeta	FBtr0073562	FBpp0089135
FBgn0001218	Hsc70-3	FBtr0073608	FBpp0073445
FBgn0030336	Dph6	FBtr0339749	FBpp0308797
FBgn0266019	rudhira	FBtr0305605	FBpp0294056
FBgn0030338	CG15741	FBtr0073606	FBpp0073443
FBgn0030339	Cyp28c1	FBtr0333016	FBpp0305230
FBgn0030340	CG15740	FBtr0303268	FBpp0292360
FBgn0030341	p24-1	FBtr0073604	FBpp0073441
FBgn0030342	CG10347	FBtr0073602	FBpp0073439
FBgn0030343	ATP7	FBtr0334454	FBpp0306530
FBgn0030344	Nrd1	FBtr0073601	FBpp0073438
FBgn0030345	CG1847	FBtr0073567	FBpp0073411
FBgn0030346	BORCS5	FBtr0073600	FBpp0073437
FBgn0030347	CG15739	FBtr0073569	FBpp0073413
FBgn0030348	CG10352	FBtr0331589	FBpp0303979
FBgn0030349	CG10353	FBtr0114451	FBpp0112943
FBgn0030350	SelG	FBtr0073570	FBpp0073414
FBgn0030351	CG1840	FBtr0073571	FBpp0073415
FBgn0030352	sicily	FBtr0346165	FBpp0311993
FBgn0260780	wisp	FBtr0073573	FBpp0073417
FBgn0030354	Upf1	FBtr0073596	FBpp0073433
FBgn0262686	CG43156	FBtr0305610	FBpp0294060
FBgn0250871	pot	FBtr0073595	FBpp0073432
FBgn0030357	Sclp	FBtr0331748	FBpp0304137
FBgn0030358	Pdzd8	FBtr0073590	FBpp0073429
FBgn0263111	cac	FBtr0307325	FBpp0298326
FBgn0000808	gd	FBtr0347416	FBpp0312566
FBgn0003865	tsg	FBtr0073582	FBpp0073426
FBgn0030359	CG18130	FBtr0073581	FBpp0073425
FBgn0001083	fw	FBtr0073580	FBpp0073424
FBgn0030360	CG1806	FBtr0073574	FBpp0073418
FBgn0030361	CG1492	FBtr0346737	FBpp0312345
FBgn0030362	regucalcin	FBtr0073575	FBpp0073419
FBgn0043001	Chrac-16	FBtr0339625	FBpp0308688
FBgn0030364	Lsm12a	FBtr0073621	FBpp0073458
FBgn0030365	Tango4	FBtr0073622	FBpp0073459
FBgn0030366	Usp7	FBtr0073641	FBpp0073474
FBgn0030367	Cyp311a1	FBtr0073640	FBpp0073473
FBgn0030369	Cyp318a1	FBtr0073623	FBpp0073460
FBgn0267001	Ten-a	FBtr0346335	FBpp0312052
FBgn0030370	Uch-L5R	FBtr0073638	FBpp0073471
FBgn0052656	Muc11A	FBtr0342741	FBpp0309609
FBgn0085352	CG34323	FBtr0112525	FBpp0111437
FBgn0030373	moon	FBtr0073637	FBpp0073470
FBgn0030374	CG15734	FBtr0300835	FBpp0290059
FBgn0030375	CG11356	FBtr0481637	FBpp0428418
FBgn0030376	CG2750	FBtr0300918	FBpp0290140
FBgn0030377	CG1924	FBtr0073634	FBpp0073467
FBgn0052655	CG32655	FBtr0073633	FBpp0073466
FBgn0267163	CG45603	FBtr0346284	FBpp0312040
FBgn0030384	CG2577	FBtr0073643	FBpp0073476
FBgn0030385	Ir11a	FBtr0336964	FBpp0307907
FBgn0052651	CG32651	FBtr0073672	FBpp0073505
FBgn0030386	CG2574	FBtr0073644	FBpp0073477
FBgn0287828	Pkcdelta	FBtr0299936	FBpp0289213
FBgn0030389	CG15927	FBtr0073647	FBpp0073480
FBgn0030390	CG15731	FBtr0073670	FBpp0073503
FBgn0030391	Rab40	FBtr0073668	FBpp0073501
FBgn0259143	CG42258	FBtr0299558	FBpp0288833
FBgn0030394	Cpr11A	FBtr0073650	FBpp0073483
FBgn0002562	Lsp1alpha	FBtr0073651	FBpp0073484
FBgn0030395	Mks1	FBtr0073667	FBpp0073500
FBgn0030396	mdu	FBtr0073652	FBpp0073485
FBgn0264542	hwt	FBtr0333154	FBpp0305357
FBgn0030398	Cpr11B	FBtr0073653	FBpp0073486
FBgn0030400	Pits	FBtr0331718	FBpp0304107
FBgn0283712	LIMK1	FBtr0073660	FBpp0073493
FBgn0030403	CG1824	FBtr0073658	FBpp0073491
FBgn0052654	Sec16	FBtr0340104	FBpp0309103
FBgn0030406	CG1463	FBtr0073657	FBpp0073490
FBgn0030407	Fpgs1	FBtr0073655	FBpp0073488
FBgn0030408	CG11085	FBtr0073656	FBpp0073489
FBgn0030409	CG15728	FBtr0307897	FBpp0300331
FBgn0030410	Aven	FBtr0346122	FBpp0311951
FBgn0030411	CG2540	FBtr0073675	FBpp0073508
FBgn0030412	Tomosyn	FBtr0300375	FBpp0289604
FBgn0015024	CkIalpha	FBtr0073680	FBpp0073513
FBgn0011837	Tis11	FBtr0333756	FBpp0305898
FBgn0265523	Smr	FBtr0333767	FBpp0305908
FBgn0030417	CG15725	FBtr0073685	FBpp0073518
FBgn0030418	CG4004	FBtr0073686	FBpp0073519
FBgn0020513	Paics	FBtr0333799	FBpp0305933
FBgn0030420	pira	FBtr0346120	FBpp0311949
FBgn0030421	Agpat1	FBtr0073689	FBpp0073522
FBgn0052647	CG32647	FBtr0346126	FBpp0311955
FBgn0259171	Pde9	FBtr0333525	FBpp0305705
FBgn0030425	Nep6	FBtr0073690	FBpp0073523
FBgn0030429	CG4661	FBtr0073699	FBpp0073532
FBgn0052650	CG32650	FBtr0073698	FBpp0073531
FBgn0052649	Coq8	FBtr0073697	FBpp0073530
FBgn0030431	Flad1	FBtr0073695	FBpp0073528
FBgn0030432	CG4404	FBtr0073694	FBpp0073527
FBgn0030433	mRpL49	FBtr0343185	FBpp0309878
FBgn0030434	Brms1	FBtr0073693	FBpp0073526
FBgn0030435	CG4645	FBtr0346316	FBpp0312048
FBgn0086675	fne	FBtr0306739	FBpp0297665
FBgn0030437	hec	FBtr0073753	FBpp0073584
FBgn0052642	CG32642	FBtr0346281	FBpp0312038
FBgn0052644	Mur11Da	FBtr0305599	FBpp0294050
FBgn0030438	CG15721	FBtr0305600	FBpp0294051
FBgn0030439	CG12716	FBtr0073752	FBpp0073583
FBgn0052643	CG32643	FBtr0073716	FBpp0073547
FBgn0265597	rsh	FBtr0340351	FBpp0309309
FBgn0030440	CG15719	FBtr0310532	FBpp0302669
FBgn0030441	CG2209	FBtr0073717	FBpp0073548
FBgn0030443	CG12715	FBtr0343602	FBpp0310198
FBgn0010303	hep	FBtr0330396	FBpp0303422
FBgn0261524	lic	FBtr0073720	FBpp0073551
FBgn0030447	CG2200	FBtr0340301	FBpp0309262
FBgn0263005	Chpf	FBtr0346130	FBpp0311959
FBgn0030449	Fer3HCH	FBtr0073745	FBpp0073576
FBgn0250862	CG42237	FBtr0073722	FBpp0073553
FBgn0052638	CG32638	FBtr0300453	FBpp0289681
FBgn0030451	CG15717	FBtr0339676	FBpp0308733
FBgn0030452	MFS10	FBtr0339678	FBpp0308735
FBgn0052645	CG32645	FBtr0073725	FBpp0073556
FBgn0030455	CG4318	FBtr0301690	FBpp0290904
FBgn0030456	CG4332	FBtr0073726	FBpp0073557
FBgn0025463	Bap60	FBtr0073741	FBpp0073572
FBgn0030457	CG12096	FBtr0340299	FBpp0309260
FBgn0085440	Lgr4	FBtr0300364	FBpp0289593
FBgn0052640	CG32640	FBtr0073728	FBpp0073559
FBgn0052641	CG32641	FBtr0073729	FBpp0073560
FBgn0030459	CG12723	FBtr0073738	FBpp0073569
FBgn0030460	Coq5	FBtr0346125	FBpp0311954
FBgn0265630	sno	FBtr0340488	FBpp0309424
FBgn0265629	CG44437	FBtr0340490	FBpp0309426
FBgn0029133	REG	FBtr0310646	FBpp0302766
FBgn0004456	mew	FBtr0073731	FBpp0073562
FBgn0052639	CG32639	FBtr0073734	FBpp0073565
FBgn0030462	CG15742	FBtr0290202	FBpp0288641
FBgn0000346	comt	FBtr0073754	FBpp0073585
FBgn0041210	HDAC4	FBtr0333331	FBpp0305523
FBgn0030465	CG15743	FBtr0346123	FBpp0311952
FBgn0030466	Remo	FBtr0073756	FBpp0073587
FBgn0030467	CG1764	FBtr0339946	FBpp0308969
FBgn0030468	CG1622	FBtr0073757	FBpp0073588
FBgn0283680	IP3K2	FBtr0346134	FBpp0311962
FBgn0040309	Prx2	FBtr0073763	FBpp0073594
FBgn0010198	RpS15Aa	FBtr0073794	FBpp0073625
FBgn0030474	CG15747	FBtr0073766	FBpp0073597
FBgn0261085	Syt12	FBtr0073767	FBpp0073598
FBgn0030477	dmrt11E	FBtr0073768	FBpp0073599
FBgn0030478	Alat	FBtr0073770	FBpp0073601
FBgn0030479	Rbp1-like	FBtr0339838	FBpp0308870
FBgn0030480	Tim9a	FBtr0073775	FBpp0073606
FBgn0288857	Ype	FBtr0073789	FBpp0073620
FBgn0030481	CG1662	FBtr0342624	FBpp0309558
FBgn0030482	Bcat	FBtr0073777	FBpp0073608
FBgn0030483	CG12725	FBtr0073788	FBpp0073619
FBgn0030484	GstT4	FBtr0073778	FBpp0073609
FBgn0030485	CG1998	FBtr0073787	FBpp0073618
FBgn0030486	Set2	FBtr0073779	FBpp0073610
FBgn0265416	Neto	FBtr0339703	FBpp0308760
FBgn0085353	CG34324	FBtr0112526	FBpp0111438
FBgn0030492	CG15754	FBtr0073782	FBpp0073613
FBgn0265610	CG44428	FBtr0340431	FBpp0309377
FBgn0030493	CG15756	FBtr0073783	FBpp0073614
FBgn0030494	Cpr12A	FBtr0073784	FBpp0073615
FBgn0030495	CG11816	FBtr0332298	FBpp0304577
FBgn0052631	CG32631	FBtr0073799	FBpp0073630
FBgn0052633	CG32633	FBtr0073800	FBpp0073631
FBgn0086674	Tpst	FBtr0310433	FBpp0302581
FBgn0284227	CG46311	FBtr0452126	FBpp0402877
FBgn0004169	up	FBtr0308234	FBpp0300554
FBgn0030499	CG11178	FBtr0345128	FBpp0311349
FBgn0030500	Ndc80	FBtr0073850	FBpp0073681
FBgn0030501	BthD	FBtr0073806	FBpp0073637
FBgn0030502	tth	FBtr0346118	FBpp0311947
FBgn0030503	Tango2	FBtr0073807	FBpp0073638
FBgn0030504	CG2691	FBtr0340191	FBpp0309168
FBgn0030505	NFAT	FBtr0073808	FBpp0073639
FBgn0030506	DNAlig4	FBtr0073847	FBpp0073678
FBgn0030507	CG11164	FBtr0340397	FBpp0309343
FBgn0030508	CG15760	FBtr0332888	FBpp0305109
FBgn0030509	CG11162	FBtr0073811	FBpp0073642
FBgn0030510	CG12177	FBtr0073846	FBpp0073677
FBgn0030511	CG11158	FBtr0073812	FBpp0073643
FBgn0030512	Nadsyn	FBtr0073844	FBpp0073675
FBgn0265726	Nna1	FBtr0340678	FBpp0309520
FBgn0030514	Mgrn1	FBtr0073843	FBpp0073674
FBgn0002878	mus101	FBtr0073817	FBpp0073648
FBgn0001087	g	FBtr0331709	FBpp0304098
FBgn0001612	Grip91	FBtr0073841	FBpp0073672
FBgn0030518	CG11134	FBtr0331708	FBpp0304097
FBgn0030519	CG11151	FBtr0331719	FBpp0304108
FBgn0030520	Pdcd4	FBtr0112981	FBpp0111894
FBgn0052625	CG32625	FBtr0073839	FBpp0073670
FBgn0020909	Rtc1	FBtr0073820	FBpp0073651
FBgn0004047	Yp3	FBtr0346090	FBpp0311924
FBgn0003218	rdgB	FBtr0073822	FBpp0073653
FBgn0030521	CtsB	FBtr0346091	FBpp0311925
FBgn0030522	amrt	FBtr0479736	FBpp0428079
FBgn0261244	inaE	FBtr0073825	FBpp0073656
FBgn0030524	CG10993	FBtr0073837	FBpp0073668
FBgn0030525	Galml2	FBtr0073836	FBpp0073667
FBgn0030528	CG11095	FBtr0073827	FBpp0073658
FBgn0030529	Clic	FBtr0073835	FBpp0073666
FBgn0027537	Nup93-1	FBtr0073828	FBpp0073659
FBgn0030530	jub	FBtr0340292	FBpp0309253
FBgn0052626	AMPdeam	FBtr0309245	FBpp0301184
FBgn0267033	mamo	FBtr0346001	FBpp0311880
FBgn0030536	CG11068	FBtr0073854	FBpp0073685
FBgn0000173	ben	FBtr0073855	FBpp0073686
FBgn0044817	Ste12DOR	FBtr0307297	FBpp0298298
FBgn0053247	Ste:CG33247	FBtr0300096	FBpp0289373
FBgn0053246	Ste:CG33246	FBtr0300095	FBpp0289372
